User Name,Machine Name,Delivery Group,Logon time,Total (sec),Brokering (sec),VM Start (sec),HDX Connection (sec),Authentication (sec),GPOs (sec),Logon scripts (sec),Profile load (sec),Interactive sessions (sec)
kmartin22,ADCF\FACAD3PDECX07P,SAS,12/11/2017 2:07:45 PM,100.55,0.017,n/a,5.033,14.422,2.546,n/a,0.83,26.623
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,12/12/2017 3:11:04 PM,79.484,0.017,n/a,4.953,10.891,2.263,n/a,1.063,25.416
aallen13,ADCF\FACAD3PDECX07P,SAS,12/13/2017 7:11:52 PM,154.939,0.017,n/a,5.853,24.969,7.873,n/a,0.933,28.06
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/9/2017 10:31:34 PM,158.297,0.017,n/a,1.856,26.844,1.266,n/a,0.483,21.41
acondon2,ADCF\FACAD3PDECX05P,Analysts,12/12/2017 11:49:26 PM,111.943,0.017,n/a,2.686,8.687,10.14,n/a,1.266,39.503
estewart7,ADCF\FACAD3PDECX07P,SAS,12/14/2017 4:08:41 PM,125.674,0.016,n/a,7.57,18.078,1.406,n/a,0.546,18.726
estewart7,ADCF\FACAD3PDECX07P,SAS,12/13/2017 7:14:52 PM,123.307,0.034,n/a,6.016,24.312,8.253,n/a,1.143,28.48
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,12/8/2017 1:09:14 PM,66.002,0.017,n/a,n/a,11.891,1.266,n/a,0.673,20.713
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 6:32:35 PM,193.841,0.033,n/a,6.443,51.281,3.236,n/a,0.64,33.193
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 4:00:19 PM,191.181,0.017,n/a,3.436,32.874,1.306,n/a,0.333,21.59
mlindberg0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/12/2017 7:26:42 PM,139.492,0.046,n/a,3.186,13.641,1.296,n/a,0.53,20.956
rramachandran0,ADCF\FACAD3PDECX07P,SAS,12/12/2017 3:58:37 PM,79.26,0.017,n/a,6.596,12.328,1.363,n/a,1.16,26.31
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 7:24:29 PM,75.647,0,n/a,n/a,14.828,2.416,n/a,0.53,24.106
jkazman,ADCF\FACAD3PDECX08P,SPSS,12/14/2017 3:12:09 PM,166.388,0.017,n/a,5.2,61.047,7.03,n/a,0.61,25.29
aalbin0,ADCF\FACAD3PDECX08P,SPSS,12/13/2017 12:05:59 AM,89.009,0.016,n/a,1.016,16.391,9.923,n/a,1.686,38.526
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,12/9/2017 7:39:35 PM,65.234,0.017,n/a,n/a,25.437,1.28,n/a,0.58,17.45
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/14/2017 12:46:00 PM,100.92,0.016,n/a,7.56,23.859,1.22,n/a,0.72,19.353
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/11/2017 9:19:30 PM,141.074,0,n/a,3.846,16.375,1.33,n/a,0.763,27.383
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/8/2017 3:58:27 PM,119.941,0,n/a,3.71,18.719,1.353,n/a,0.72,26.173
ko'gallagher0,ADCF\FACAD3PDECX07P,SAS,12/7/2017 7:02:51 PM,95.92,0.016,n/a,n/a,21.766,1.36,n/a,0.373,28.41
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/11/2017 3:55:08 PM,92.486,0,n/a,4.846,15.797,1.296,n/a,0.68,18.983
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/7/2017 9:28:12 PM,79.483,0,n/a,1.993,9.031,1.173,n/a,0.736,24.633
aking20,ADCF\FACAD3PDECX06P,UNIV_SAS,12/12/2017 2:24:00 PM,71.813,0.033,n/a,3.113,18.062,1.156,n/a,0.39,20.033
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/14/2017 4:45:56 PM,209.304,0.016,n/a,13.64,36.422,1.42,n/a,0.843,21.903
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,12/13/2017 3:40:28 PM,72.018,0.033,n/a,4.103,10.188,4.986,n/a,0.623,27.933
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/12/2017 1:15:54 AM,86.312,0.016,n/a,2.693,9.312,1.43,n/a,1.123,28.493
tng9,ADCF\FACAD3PDECX06P,UNIV_SAS,12/11/2017 3:58:16 PM,84.952,0.017,n/a,3.936,18.578,3,n/a,0.983,24.81
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 11:23:54 PM,71.618,0.017,n/a,10.073,7.704,1.306,n/a,0.823,19.413
jmurguia1,ADCF\FACAD3PDECX07P,SAS,12/14/2017 6:36:31 PM,157.008,0.017,n/a,6.766,22.375,7.003,n/a,0.596,31.663
khawley2,ADCF\FACAD3PDECX08P,SPSS,12/14/2017 4:18:13 PM,68.823,0.016,n/a,8.88,8.047,1.31,n/a,0.296,24.773
kroenfeldt0,ADCF\FACAD3PDECX07P,SAS,12/13/2017 6:25:55 PM,66.684,0.017,n/a,5.54,10.859,5.763,n/a,0.956,30.973
pwolf4,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 4:59:08 PM,144.522,0.017,n/a,6.31,22.016,3.82,n/a,0.753,54.28
fmollah0,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 10:10:26 PM,70.751,0,n/a,n/a,9.437,5.313,n/a,0.676,31.203
aallen13,ADCF\FACAD3PDECX07P,SAS,12/11/2017 5:14:22 PM,111.186,0,n/a,3.87,15.344,2.2,n/a,0.59,29.173
jwei22,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 7:33:37 PM,95.549,0.033,n/a,2.933,10.563,1.223,n/a,0.29,26.823
jwei22,ADCF\FACAD3PDECX05P,Analysts,12/14/2017 4:32:15 PM,81.818,0.016,n/a,10.426,13.75,1.186,n/a,0.406,24.126
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 4:14:39 PM,93.949,0.03,n/a,n/a,26.672,3.75,n/a,1.016,31.466
wchiu0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/12/2017 5:46:32 PM,67.665,0.034,n/a,4.093,12.828,1.186,n/a,0.56,22.823
kmartin22,ADCF\FACAD3PDECX07P,SAS,12/8/2017 2:04:41 PM,92.266,0.017,n/a,6.16,16.078,1.27,n/a,0.793,20.6
mlessman0,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 3:50:10 PM,100.494,0.017,n/a,13.113,23.328,3.07,n/a,0.653,28.616
cwelsh2,ADCF\FACAD3PDECX07P,SAS,12/8/2017 6:45:59 PM,164.571,0.033,n/a,6.236,12.062,1.293,n/a,0.876,26.423
wchiu0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/8/2017 6:08:08 PM,70.503,0.016,n/a,5.49,11.406,2.203,n/a,0.89,25.493
jmurguia1,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 5:38:34 PM,36.425,0.03,n/a,6.84,0.015,1.956,n/a,0.423,20.716
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/9/2017 12:04:56 AM,98.939,0,n/a,3.716,15.453,1.276,n/a,0.8,19.013
jtolins0,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 8:34:41 PM,80.5,0.017,n/a,6.013,10.656,1.333,n/a,0.13,26.36
acondon2,ADCF\FACAD3PDECX05P,Analysts,12/14/2017 12:02:58 AM,72.178,0.016,n/a,4.993,8.953,1.25,n/a,0.44,24.243
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/8/2017 2:17:06 PM,202.485,0.017,n/a,4.883,17.453,1.363,n/a,0.486,25.89
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,12/12/2017 1:56:08 PM,78.287,0.017,n/a,n/a,18.75,1.92,n/a,0.626,22.986
kroenfeldt0,ADCF\FACAD3PDECX07P,SAS,12/13/2017 10:36:34 PM,55.001,0.017,n/a,1.716,7.343,1.206,n/a,0.316,24.6
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/8/2017 12:46:13 PM,82.575,0.064,n/a,13.596,16.235,1.39,n/a,0.81,19.903
estewart7,ADCF\FACAD3PDECX05P,Analysts,12/12/2017 3:12:57 PM,106.496,0.017,n/a,4.286,24.625,1.343,n/a,0.55,20.593
sschwab2,ADCF\FACAD3PDECX05P,Analysts,12/9/2017 1:59:45 PM,71.324,0.05,n/a,n/a,15.641,1.28,n/a,3.03,19.166
mseibert0,ADCF\FACAD3PDECX05P,Analysts,12/13/2017 2:40:44 PM,63.5,0.016,n/a,6.24,7.031,8.42,n/a,1.47,26.67
aking20,ADCF\FACAD3PDECX06P,UNIV_SAS,12/11/2017 6:11:06 PM,104.096,0.017,n/a,3.306,17.015,2.39,n/a,1.063,25.576
khawley2,ADCF\FACAD3PDECX08P,SPSS,12/13/2017 9:44:23 PM,78.226,0.063,n/a,5.033,7.703,6.826,n/a,0.813,30.333
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/11/2017 3:41:44 PM,189.907,0.017,n/a,3.526,20.063,3.083,n/a,1.33,27.53
aallen13,ADCF\FACAD3PDECX07P,SAS,12/12/2017 4:06:52 PM,73.189,0.016,n/a,3.586,15.422,1.403,n/a,0.516,27.233
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/9/2017 10:31:48 PM,116.711,0.017,n/a,1.943,14.36,2.746,n/a,0.623,34.54
dpercich0,ADCF\FACAD3PDECX07P,SAS,12/11/2017 2:45:42 PM,81.725,0.017,n/a,4.5,19.375,2.42,n/a,0.72,27.19
jfisher11,ADCF\FACAD3PDECX08P,SPSS,12/14/2017 4:50:03 PM,147.051,1.437,n/a,14.986,19.859,1.233,n/a,0.75,18.78
mseibert0,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 3:26:29 PM,169.013,0,n/a,18.473,47.046,3.083,n/a,1.306,22.356
mseibert0,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 7:37:34 PM,186.962,0.016,n/a,7.223,52.75,2.083,n/a,0.68,23.396
esadikova0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/12/2017 3:29:54 PM,70.652,0.03,n/a,3.643,12.297,2.093,n/a,0.563,25.776
mpetukhova0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/12/2017 2:48:07 PM,74.066,0.017,n/a,5.206,10.641,2.046,n/a,0.733,25.223
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 5:06:26 PM,121.755,0.437,n/a,8.596,24.172,1.296,n/a,0.32,18.946
paliaga0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/13/2017 4:39:46 PM,132.253,0.047,n/a,5.12,44.609,1.953,n/a,0.453,19.436
cwelsh2,ADCF\FACAD3PDECX07P,SAS,12/11/2017 3:57:30 PM,89.378,0.017,n/a,6.066,12.078,2.423,n/a,1.02,27.553
jwei22,ADCF\FACAD3PDECX05P,Analysts,12/13/2017 6:29:02 PM,233.12,0,n/a,4.94,28.438,7.77,n/a,0.72,26.896
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/12/2017 3:57:37 PM,88.446,0,n/a,9.086,12.937,1.466,n/a,1.44,20.11
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 3:58:20 PM,67.972,0,n/a,5.553,16.75,1.28,n/a,1.063,18.203
jtolins0,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 10:01:14 PM,81.462,0.017,n/a,n/a,7.468,1.703,n/a,0.456,30
estewart7,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 7:04:27 PM,154.197,0.017,n/a,5.65,32.875,1.273,n/a,0.716,21.233
paliaga0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/14/2017 12:44:07 PM,66.982,0.064,n/a,3.493,16.265,1.22,n/a,0.826,18.433
estewart7,ADCF\FACAD3PDECX07P,SAS,12/8/2017 3:25:17 PM,135.387,0,n/a,4.663,37.719,1.373,n/a,0.89,25.076
ko'gallagher0,ADCF\FACAD3PDECX07P,SAS,12/13/2017 5:40:33 PM,77.096,0.017,n/a,4.61,11.437,6.743,n/a,1.026,32.113
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/11/2017 7:03:34 PM,131.816,0.017,n/a,6.853,21.812,1.65,n/a,0.493,19.92
tho3,ADCF\FACAD3PDECX07P,SAS,12/11/2017 10:35:14 PM,98.78,0,n/a,9.27,14.875,2.333,n/a,0.47,27.62
estewart7,ADCF\FACAD3PDECX07P,SAS,12/12/2017 3:14:18 PM,135.366,0.017,n/a,4.896,16.906,1.296,n/a,0.376,18.403
jmurguia1,ADCF\FACAD3PDECX07P,SAS,12/12/2017 5:24:54 PM,193.021,0.017,n/a,7.813,22.516,2.45,n/a,0.43,24.713
mlindberg0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/12/2017 3:19:28 PM,67.69,0.016,n/a,3.513,11.406,1.953,n/a,0.58,26.06
estewart7,ADCF\FACAD3PDECX07P,SAS,12/11/2017 10:21:03 PM,109.878,0.017,n/a,5.203,16.359,1.393,n/a,0.47,24.013
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/11/2017 1:50:29 PM,147.982,0.017,n/a,n/a,24.031,2.39,n/a,0.69,27.193
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/12/2017 10:01:10 PM,136.931,0.03,n/a,5.363,25.922,1.94,n/a,0.336,28.8
jwei22,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 3:25:19 PM,67.617,0.017,n/a,3.146,14.563,3.806,n/a,1.08,22.776
ko'gallagher0,ADCF\FACAD3PDECX07P,SAS,12/8/2017 5:53:18 PM,72.35,0,n/a,4.56,11.109,1.28,n/a,0.33,19.42
cnewell3,ADCF\FACAD3PDECX07P,SAS,12/13/2017 3:26:08 PM,84.868,0.92,n/a,4.576,17.86,6.97,n/a,1.326,30.293
cmcnary0,ADCF\FACAD3PDECX07P,SAS,12/8/2017 11:34:54 PM,74.128,0.017,n/a,5.293,8.406,2.263,n/a,0.576,27.786
myi12,ADCF\FACAD3PDECX05P,Analysts,12/14/2017 4:22:15 PM,86.659,0,n/a,3.653,13.641,1.19,n/a,0.436,23.85
myi12,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 4:29:07 PM,155.045,0.016,n/a,4.286,43.156,2.753,n/a,0.983,29.993
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,12/10/2017 2:06:48 AM,76.038,0.016,n/a,2.433,24.906,1.156,n/a,0.36,20.05
mlessman0,ADCF\FACAD3PDECX05P,Analysts,12/13/2017 6:50:58 PM,115.133,0.016,n/a,30.366,15.547,6.05,n/a,0.823,32.02
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/12/2017 11:49:17 PM,120.085,0.016,n/a,6.663,23.125,9.686,n/a,0.86,38.88
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/12/2017 12:41:12 PM,109.644,0.05,n/a,6.676,27.469,1.296,n/a,0.966,19.233
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/14/2017 5:56:58 PM,130.165,0.016,n/a,12.136,29.937,5.493,n/a,1.293,23.22
rramachandran0,ADCF\FACAD3PDECX07P,SAS,12/11/2017 5:10:29 PM,92.039,0.017,n/a,5.983,15.25,2.09,n/a,0.6,27.826
aalbin0,ADCF\FACAD3PDECX08P,SPSS,12/14/2017 5:09:16 PM,90.779,0.017,n/a,5.796,21.5,1.5,n/a,0.546,19.37
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/13/2017 1:38:49 PM,163.183,0.05,n/a,5.08,23.828,12.33,n/a,1.093,31.3
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/13/2017 5:58:30 PM,139.315,0.034,n/a,9.366,26.75,1.203,n/a,0.503,18.41
estewart7,ADCF\FACAD3PDECX05P,Analysts,12/14/2017 4:11:33 PM,130.615,0.034,n/a,4.336,19.25,6.043,n/a,1.056,24.063
jkegel0,ADCF\FACAD3PDECX08P,SPSS,12/14/2017 3:19:33 PM,166.42,0.016,n/a,10.036,37.843,7.516,n/a,0.78,25.116
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/12/2017 5:36:42 PM,168.336,0.017,n/a,7.26,31.61,1.41,n/a,0.386,20.433
mlindberg0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/8/2017 9:00:18 PM,64.929,0.016,n/a,3.316,11.25,1.22,n/a,0.5,23.663
kroenfeldt0,ADCF\FACAD3PDECX07P,SAS,12/14/2017 3:19:52 PM,67.227,0,n/a,4.096,7.859,1.233,n/a,0.78,24.543
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 3:41:59 PM,267.981,0.017,n/a,3.343,57.454,2.71,n/a,0.863,21.74
kroenfeldt0,ADCF\FACAD3PDECX07P,SAS,12/7/2017 10:41:43 PM,67.399,0,n/a,1.733,11.282,4.523,n/a,0.363,30.96
jfarag2,ADCF\FACAD3PDECX07P,SAS,12/11/2017 5:29:03 PM,95.513,0,n/a,5.556,20.844,2.803,n/a,0.566,28.183
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 11:09:09 PM,197.76,0,n/a,n/a,41.344,1.203,n/a,0.343,19.076
lvie,ADCF\FACAD3PDECX05P,Analysts,12/13/2017 7:45:05 PM,379.033,0.017,n/a,26.443,50.422,6.66,n/a,1.126,23.566
cwelsh2,ADCF\FACAD3PDECX07P,SAS,12/13/2017 6:35:24 PM,157.005,0,n/a,6.22,29.859,7.51,n/a,1.35,31.77
estewart7,ADCF\FACAD3PDECX07P,SAS,12/11/2017 6:55:14 PM,123.298,0.047,n/a,4.883,20.625,1.256,n/a,0.423,19.766
ihwang2,ADCF\FACAD3PDECX06P,UNIV_SAS,12/12/2017 4:22:31 PM,77.064,0.017,n/a,3.33,10.766,1.2,n/a,0.573,24.506
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,12/8/2017 8:13:32 PM,94.185,0.017,n/a,n/a,31.265,1.266,n/a,0.51,28.443
tho3,ADCF\FACAD3PDECX07P,SAS,12/13/2017 5:20:52 AM,119.124,0.05,n/a,8.036,11.203,14.593,n/a,3.266,49.633
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/12/2017 1:16:06 AM,89.615,0.017,n/a,n/a,14.328,1.593,n/a,1.026,23.58
kevin.mason,ADCF\FACAD3PDECX07P,SAS,12/8/2017 8:12:10 PM,41.016,0.157,n/a,4.48,0.016,1.3,n/a,0.53,26.626
hhein2,ADCF\FACAD3PDECX05P,Analysts,12/13/2017 4:11:35 PM,166.568,0.017,n/a,4.55,35.922,7.61,n/a,1.03,26.97
jcloutier0,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 2:10:08 PM,78.546,0,n/a,n/a,10.516,2.686,n/a,0.796,31.343
jfisher11,ADCF\FACAD3PDECX08P,SPSS,12/13/2017 4:55:11 PM,131.729,0.017,n/a,3.063,27.079,7.013,n/a,0.703,25.71
mseibert0,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 3:36:49 PM,104.96,0.017,n/a,7.106,17.422,1.28,n/a,0.483,18.16
jwei22,ADCF\FACAD3PDECX07P,SAS,12/11/2017 7:16:44 PM,149.118,0.017,n/a,3.806,33.282,2.06,n/a,0.386,24.143
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/13/2017 4:42:26 PM,206.26,0,n/a,3.78,49.015,6.04,n/a,1.233,30.706
criggs0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/11/2017 2:18:37 PM,72.052,0.017,n/a,n/a,15.922,3.016,n/a,1.173,29.536
aallen13,ADCF\FACAD3PDECX07P,SAS,12/8/2017 6:38:24 PM,61.335,0.017,n/a,3.756,8.625,1.266,n/a,0.436,26.12
acondon2,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 4:49:15 PM,73.168,0.017,n/a,6.553,13.375,1.303,n/a,0.323,28.06
pwolf4,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 10:39:44 PM,134.412,0.016,n/a,4.163,7.953,1.31,n/a,0.79,27.44
aalbin0,ADCF\FACAD3PDECX08P,SPSS,12/13/2017 3:11:01 PM,61.584,0,n/a,3.986,8.531,1.483,n/a,0.47,19.366
wchiu0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/8/2017 8:49:55 PM,72.419,0,n/a,3.5,18.093,1.576,n/a,0.36,24.623
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 5:25:27 PM,163.681,0.017,n/a,13.943,30.25,2.466,n/a,0.29,21.023
hhein2,ADCF\FACAD3PDECX05P,Analysts,12/11/2017 2:54:12 PM,79.917,0.017,n/a,3.703,12.281,3.67,n/a,1.033,26.803
sschwab2,ADCF\FACAD3PDECX05P,Analysts,12/13/2017 12:21:11 AM,79.761,0.016,n/a,3.52,10.453,8.056,n/a,0.773,32.876
mseibert0,ADCF\FACAD3PDECX05P,Analysts,12/12/2017 3:24:33 PM,92.88,0,n/a,7.343,16.031,1.276,n/a,0.816,18.3
rmomberger0,ADCF\FACAD3PDECX05P,Analysts,12/14/2017 5:23:31 PM,141.506,0.017,n/a,6.373,26.453,7.33,n/a,0.843,25.606
cwelsh2,ADCF\FACAD3PDECX07P,SAS,12/14/2017 4:17:06 PM,91.322,0.017,n/a,6.346,14.281,1.2,n/a,0.64,24.96
ihwang2,ADCF\FACAD3PDECX06P,UNIV_SAS,12/11/2017 8:25:16 PM,117.493,0.017,n/a,5.396,27.469,2.203,n/a,1.36,20.253
estewart7,ADCF\FACAD3PDECX07P,SAS,12/11/2017 3:08:52 PM,144.498,0.016,n/a,4.45,22.563,4.173,n/a,0.81,29.616
rramachandran0,ADCF\FACAD3PDECX07P,SAS,12/8/2017 7:59:30 PM,78.397,0.033,n/a,6.81,7.797,1.33,n/a,0.476,28.42
ksmith67,ADCF\FACAD3PDECX05P,Analysts,12/9/2017 11:03:19 PM,55.706,0.016,n/a,n/a,7.719,1.996,n/a,0.736,25.156
