User Name,Machine Name,Delivery Group,Logon time,Total (sec),Brokering (sec),VM Start (sec),HDX Connection (sec),Authentication (sec),GPOs (sec),Logon scripts (sec),Profile load (sec),Interactive sessions (sec)
kwhittaker2,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 8:54:34 PM,98.822,0.016,n/a,22.976,17.672,5.113,n/a,0.436,22.596
kwhittaker2,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 12:54:02 AM,61.996,0.047,n/a,2.486,8.782,1.296,n/a,0.65,25.316
kwhittaker2,ADCF\FACAD3PDECX07P,SAS,11/21/2017 12:35:10 AM,135.856,0.016,n/a,2.46,7.734,6.106,n/a,2.626,78.006
tho3,ADCF\FACAD3PDECX07P,SAS,11/17/2017 12:40:36 AM,92.658,0.403,n/a,5.603,8.36,7.11,n/a,0.75,31.376
tho3,ADCF\FACAD3PDECX07P,SAS,11/20/2017 10:07:45 PM,121.639,0.016,n/a,6.003,9.687,2.236,n/a,0.89,26.453
tho3,ADCF\FACAD3PDECX07P,SAS,11/16/2017 10:50:20 PM,82.601,0.017,n/a,n/a,8.891,1.22,n/a,0.82,25.743
tho3,ADCF\FACAD3PDECX07P,SAS,11/16/2017 5:24:42 PM,94.684,0.017,n/a,9.08,9.5,1.32,n/a,0.33,26.483
esolarz2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 4:57:19 PM,116.659,0.017,n/a,6.696,23.532,6.586,n/a,0.54,32.453
aalbin0,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 7:17:35 PM,64.117,0.017,n/a,3.693,8.812,1.276,n/a,0.58,20.773
aalbin0,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 4:37:09 PM,60.717,0.017,n/a,5.096,8.141,1.28,n/a,0.563,21.776
aalbin0,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 9:54:24 PM,84.75,0.017,n/a,5.7,12.328,1.223,n/a,0.516,24.036
aalbin0,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 11:35:43 PM,79.782,0.017,n/a,4.176,6.406,1.396,n/a,0.4,23.493
aalbin0,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 4:16:41 PM,68.068,0.016,n/a,4.61,10.156,1.5,n/a,0.996,24.493
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/15/2017 4:06:58 PM,85.248,0.017,n/a,6.4,7.265,1.343,n/a,0.823,28.163
abhasker2,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 3:49:33 PM,70.904,0,n/a,3.89,7.828,2.876,n/a,1.06,30.623
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/20/2017 1:19:05 AM,118.377,0.076,n/a,6.693,22.984,1.5,n/a,0.763,28.083
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/17/2017 4:33:30 PM,104.04,0,n/a,7.11,16.843,5.23,n/a,1.163,23.82
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/17/2017 8:11:23 PM,471.329,0.017,n/a,8.536,95.25,1.383,n/a,0.436,19.883
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/16/2017 3:46:47 PM,83.804,0.017,n/a,6.273,10.422,1.563,n/a,0.98,27.783
abhasker2,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 6:32:21 PM,110.849,0.016,n/a,4.44,8.203,8.35,n/a,1.623,37.02
abhasker2,ADCF\FACAD3PDECX08P,SPSS,11/14/2017 10:36:45 PM,68.07,0.016,n/a,4.813,15.594,1.16,n/a,0.383,19.69
atrexler0,ADCF\FACAD3PDECX07P,SAS,11/17/2017 1:31:43 PM,103.804,0.034,n/a,6.066,15.797,9.39,n/a,1.33,31.393
atrexler0,ADCF\FACAD3PDECX07P,SAS,11/16/2017 3:05:18 PM,97.918,0.017,n/a,5.313,15.86,1.27,n/a,0.833,19.996
atrexler0,ADCF\FACAD3PDECX07P,SAS,11/15/2017 2:24:00 PM,92.633,0.03,n/a,6.263,15.516,1.33,n/a,0.516,21.51
atrexler0,ADCF\FACAD3PDECX07P,SAS,11/15/2017 8:54:34 PM,96.977,0.033,n/a,5.146,22.39,1.2,n/a,0.373,18.6
rschrag,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 4:52:45 PM,66.362,0.03,n/a,n/a,0,3.75,n/a,0.956,30.003
rschrag,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 8:54:08 PM,71.978,0.034,n/a,2.266,10.344,5.89,n/a,0.446,33.506
jshingleton0,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 9:37:21 PM,85.115,0.034,n/a,15.016,12.828,9.263,n/a,1.16,32.993
jshingleton0,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 11:32:35 PM,69.301,0,n/a,6.24,7.516,2.02,n/a,0.736,32.196
yshen,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 6:46:13 PM,81.519,0.046,n/a,n/a,9.156,16.933,n/a,0.846,42.313
jmanley3,ADCF\FACAD3PDECX07P,SAS,11/16/2017 6:21:29 PM,115.009,0.03,n/a,6.94,12.5,2.393,n/a,1.963,60.14
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,11/17/2017 8:40:54 PM,89.437,0.017,n/a,n/a,15.609,6.31,n/a,0.733,32.42
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,11/20/2017 7:17:34 PM,72.992,0.017,n/a,n/a,16.016,1.24,n/a,0.523,18.88
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,11/20/2017 2:17:03 PM,85.427,0.016,n/a,n/a,14.906,2.656,n/a,0.813,23.19
myi12,ADCF\FACAD3PDECX07P,SAS,11/20/2017 4:10:02 PM,91.477,0.017,n/a,2.976,9.813,14.73,n/a,0.67,38.82
myi12,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 7:51:45 PM,77.837,0.437,n/a,3.003,11.578,1.336,n/a,0.553,28.203
myi12,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 3:49:37 PM,74.677,0.017,n/a,4.153,13.953,2.686,n/a,1.593,30.59
myi12,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 3:59:38 PM,132.386,0.017,n/a,3.966,17.718,7.726,n/a,0.823,32.3
myi12,ADCF\FACAD3PDECX07P,SAS,11/16/2017 6:35:21 PM,91.734,0.017,n/a,2.723,26.125,4.76,n/a,0.426,29.55
acondon2,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 5:07:23 PM,123.716,0.017,n/a,5.14,18.766,13.736,n/a,1.163,56.726
acondon2,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 9:59:56 PM,84.594,0.017,n/a,4.946,9.016,9.95,n/a,1.543,40.613
acondon2,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 3:39:41 PM,117.397,0.017,n/a,3.48,14.594,7.343,n/a,1.046,27.22
acondon2,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 3:35:10 PM,166.973,0,n/a,3.56,11.484,10.783,n/a,0.983,89.816
acondon2,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 3:23:34 PM,583.419,0.016,n/a,n/a,0,13.95,n/a,3.56,451.65
vbaker2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 10:15:01 PM,122.082,0.016,n/a,2.69,7.328,7.8,n/a,0.943,34.156
vbaker2,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 8:03:49 PM,67.599,0.017,n/a,5.366,7.484,9.07,n/a,0.583,32.613
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 6:05:40 PM,94.562,0.016,n/a,n/a,12.594,4.33,n/a,1.406,32.893
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 5:02:07 PM,85.912,0.016,n/a,n/a,23.688,2.15,n/a,0.633,28.45
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 6:40:41 PM,133.911,0.017,n/a,n/a,11.266,9.063,n/a,0.91,34.22
jwei22,ADCF\FACAD3PDECX07P,SAS,11/16/2017 3:22:31 PM,83.597,0.017,n/a,3.096,18.828,7.146,n/a,0.54,33.233
jwei22,ADCF\FACAD3PDECX07P,SAS,11/17/2017 6:35:09 PM,90.592,0.017,n/a,3.356,14.032,7.053,n/a,1.043,31.583
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 5:01:32 PM,92.473,0.034,n/a,n/a,0,4.093,n/a,1.196,41.893
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 10:00:53 PM,70.33,0.017,n/a,2.406,10,2.346,n/a,0.786,32.933
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 9:22:53 PM,231.218,0.017,n/a,2.92,10.328,3.46,n/a,1.283,58.823
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 3:56:24 PM,173.532,0.017,n/a,2.836,10.188,7.623,n/a,1.323,32.32
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 3:03:23 PM,111.381,0.017,n/a,5.39,16.328,3.296,n/a,0.53,31.97
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 1:44:59 PM,62.677,0.016,n/a,2.516,9.813,3.063,n/a,0.876,22.423
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 4:55:09 PM,76.582,0,n/a,3.473,11.281,3.183,n/a,1.55,25.966
jkegel0,ADCF\FACAD3PDECX08P,SPSS,11/17/2017 7:05:19 PM,70.296,0.017,n/a,4.356,10.156,7.2,n/a,0.746,25.01
jkegel0,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 2:12:07 PM,71.682,0.033,n/a,2.413,18,2.966,n/a,0.58,21.883
bstoudemire0,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 8:24:17 PM,185.901,0.017,n/a,n/a,10.828,1.683,n/a,0.443,22.053
mbacolod0,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 10:58:29 PM,89.271,0.03,n/a,n/a,9.235,2.863,n/a,0.723,34.65
kkiernan2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 3:00:55 PM,174.028,0.017,n/a,3.953,14.281,8.046,n/a,1.016,33.41
kkiernan2,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 2:18:15 AM,89.516,0.017,n/a,3.493,12.141,4.48,n/a,0.756,37.34
kkiernan2,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 4:05:33 PM,85.533,0.017,n/a,3.013,12.328,2.166,n/a,0.77,31.526
kkiernan2,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 3:30:37 PM,79.539,0.017,n/a,4.153,11.313,2.996,n/a,0.983,31.813
kkiernan2,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 7:21:39 PM,84.798,0.017,n/a,4.786,12.031,2.706,n/a,0.53,29.626
jfarag2,ADCF\FACAD3PDECX07P,SAS,11/20/2017 3:37:51 PM,130.086,0.013,n/a,3.98,10.125,2.953,n/a,0.623,27.04
jfarag2,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 2:12:50 PM,141.447,0.017,n/a,4.1,15.796,4.856,n/a,2.593,64.1
