User Name,Machine Name,Delivery Group,Logon time,Total (sec),Brokering (sec),VM Start (sec),HDX Connection (sec),Authentication (sec),GPOs (sec),Logon scripts (sec),Profile load (sec),Interactive sessions (sec)
michael.j.ready4.ctr,ADCF\FACAD3PDECX06P,UNIV_SAS,11/14/2017 11:35:36 PM,56.104,0,n/a,7.056,9.422,3.89,n/a,0.453,25.666
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,11/15/2017 11:42:15 PM,68.47,0.017,n/a,10.903,13.75,1.25,n/a,0.356,19
michael.j.ready4.ctr,ADCF\FACAD3PDECX06P,UNIV_SAS,11/17/2017 9:59:18 PM,67.453,0.017,n/a,8.136,6.563,2.936,n/a,0.846,27.496
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,11/17/2017 9:50:01 PM,61.839,0,n/a,8.093,7.016,1.643,n/a,0.31,24.513
michael.j.ready4.ctr,ADCF\FACAD3PDECX07P,SAS,11/16/2017 7:09:45 PM,74.884,0.017,n/a,11.443,13.047,3.543,n/a,0.29,31.8
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,11/16/2017 9:50:38 PM,66.702,0.016,n/a,5.646,10.781,3.97,n/a,0.513,32.683
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,11/16/2017 5:26:16 PM,46.919,0.017,n/a,7.43,4.234,1.25,n/a,0.406,19.183
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,11/17/2017 4:47:51 PM,47.741,0.03,n/a,7.1,4.125,1.64,n/a,0.436,19.426
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,11/20/2017 3:35:41 PM,122.557,0.016,n/a,4.606,17.672,7.403,n/a,1.173,25.973
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,11/15/2017 3:34:07 PM,66.304,0.017,n/a,2.703,11.579,1.186,n/a,0.436,18.283
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 3:41:21 PM,78.025,0.017,n/a,4.583,23.859,1.31,n/a,0.05,17.723
wchiu0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/17/2017 2:17:41 PM,71.035,0.017,n/a,5.043,12.25,3.563,n/a,1.47,22.423
wchiu0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/21/2017 6:25:51 PM,69.962,0.03,n/a,3.77,11.281,2.42,n/a,0.783,25.146
wchiu0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/17/2017 4:30:08 PM,64.606,0.016,n/a,3.31,10.641,1.14,n/a,0.216,23.246
wchiu0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 1:34:33 PM,78.164,0.047,n/a,n/a,14.578,5.656,n/a,0.796,24.18
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 5:14:57 PM,84.261,0.016,n/a,n/a,18.657,2.12,n/a,0.62,30.303
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 5:11:47 PM,81.588,0.017,n/a,7.33,7.656,2.47,n/a,0.706,31.1
jtolins0,ADCF\FACAD3PDECX08P,SPSS,11/14/2017 9:40:02 PM,91.543,0.017,n/a,5.436,14.891,6.11,n/a,0.453,31.19
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 5:02:34 PM,84.091,0.017,n/a,5.153,10.531,4.91,n/a,1.626,35.68
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 11:29:28 PM,67.373,0.016,n/a,5.1,6.859,1.3,n/a,0.393,28.12
jtolins0,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 10:33:16 PM,74.184,0.034,n/a,5.253,7.89,7.163,n/a,0.54,29.943
jtolins0,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 5:38:57 PM,67.597,0.017,n/a,4.153,7.891,1.283,n/a,0.33,25.06
jtolins0,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 4:13:17 PM,118.861,0.564,n/a,3.796,8.875,1.27,n/a,0.493,24.79
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 5:47:57 PM,161.46,0.017,n/a,6.763,8.031,6.066,n/a,0.743,35.493
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 7:40:05 PM,112.058,0.017,n/a,4.333,8.578,8.11,n/a,1.816,66.216
ksmith67,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 5:47:13 PM,82.235,0.016,n/a,4.033,13,7.883,n/a,1.123,35.68
ksmith67,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 5:03:59 PM,65.472,0,n/a,3.973,7.687,2.513,n/a,1.003,27.89
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 5:02:20 PM,81.472,0.017,n/a,7.33,11.141,2.273,n/a,0.34,28.143
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 4:43:37 PM,98.641,0.033,n/a,6.056,12.125,3.716,n/a,0.656,32.716
pwolf4,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 7:47:07 PM,150.454,0.017,n/a,4.04,8.688,11.383,n/a,1.646,37.976
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 4:49:22 PM,122.873,0.034,n/a,3.843,15.719,5.703,n/a,2.77,63.553
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 4:25:56 PM,165.728,0.033,n/a,5.8,22.765,9.463,n/a,2.37,50.606
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 11:40:08 PM,111.964,0.017,n/a,3.303,23.125,5.033,n/a,0.406,29.646
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 6:36:10 PM,121.738,0.03,n/a,5.22,12.828,4.21,n/a,0.8,51.19
esadikova0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/14/2017 9:10:54 PM,106.224,0.05,n/a,5.416,11.234,6.123,n/a,0.656,24.33
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/21/2017 3:50:17 PM,91.986,0.11,n/a,12.593,13.344,1.326,n/a,0.656,18.923
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 3:48:49 PM,90.126,0.017,n/a,2.266,14.062,1.19,n/a,0.5,19.31
jfisher11,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 3:51:33 PM,100.922,0,n/a,12.266,10.266,2.586,n/a,1.33,31.243
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/15/2017 8:19:14 PM,63.299,0,n/a,n/a,7.203,1.266,n/a,0.436,24.596
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/17/2017 3:53:47 PM,120.122,0.017,n/a,12.6,13.892,7.333,n/a,1.23,33.386
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/16/2017 4:22:31 PM,82.368,0.033,n/a,2.58,13.156,1.343,n/a,0.85,26.593
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 3:45:49 PM,101.922,0.015,n/a,2.95,7.172,1.45,n/a,0.496,24.71
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/20/2017 4:02:56 PM,85.222,0.016,n/a,12.806,8.312,2.373,n/a,0.593,29.296
jfisher11,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 4:03:53 PM,87.944,0.017,n/a,2.94,10.296,3.01,n/a,0.996,30.896
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/17/2017 3:52:31 PM,76.213,0.017,n/a,2.773,7.047,9.933,n/a,1.11,33.52
jfisher11,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 3:55:57 PM,173.19,0.016,n/a,2.146,10.578,12.456,n/a,2.086,95.526
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 4:21:29 PM,80.822,0,n/a,12.583,13.734,1.356,n/a,0.643,20.006
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/15/2017 3:47:51 PM,108.493,0.016,n/a,12.64,17.391,1.286,n/a,0.706,26.44
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 8:17:38 PM,111.522,0.017,n/a,2.733,15.516,1.296,n/a,0.326,20.423
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 4:01:43 PM,81.213,0.016,n/a,11.866,14.078,2.48,n/a,0.923,21.87
jkazman,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 12:48:36 PM,93.419,0.017,n/a,3.446,18.531,1.186,n/a,1.063,17.493
jkazman,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 12:42:03 PM,119.9,0.017,n/a,5.916,14.344,11.796,n/a,0.593,38.63
mlindberg0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/17/2017 3:44:29 PM,72.739,0.016,n/a,4.706,10.657,3.373,n/a,2.376,28.266
mlindberg0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/21/2017 3:27:23 PM,58.794,0,n/a,3.28,10.328,1.17,n/a,0.936,18.136
ko'gallagher0,ADCF\FACAD3PDECX07P,SAS,11/20/2017 4:32:46 PM,79.514,0.017,n/a,4.293,9.297,8.653,n/a,0.636,33.963
criggs0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/21/2017 6:42:38 PM,67.941,0.016,n/a,2.41,9.906,1.186,n/a,0.563,18.093
criggs0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/20/2017 2:52:30 PM,103.347,0.034,n/a,1.99,9.156,1.233,n/a,0.203,18.966
criggs0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 4:30:27 PM,72.013,0.03,n/a,4.236,10.625,1.173,n/a,0.953,24.233
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/15/2017 5:36:22 PM,68.964,0.017,n/a,4.946,11.141,4.016,n/a,0.593,20.59
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/17/2017 6:23:17 PM,112.076,0,n/a,5.033,9.891,2.936,n/a,0.953,26.376
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/15/2017 7:37:33 PM,71.12,0.017,n/a,2.86,9.782,1.216,n/a,0.596,18.106
kmartin22,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 2:59:40 PM,137.647,0,n/a,5.07,19.547,11.406,n/a,0.64,62.02
kmartin22,ADCF\FACAD3PDECX07P,SAS,11/17/2017 2:52:24 PM,127.379,0,n/a,7.543,18.25,11,n/a,1.08,37.643
kmartin22,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 8:17:59 PM,145.037,0.017,n/a,7.36,21.203,1.646,n/a,0.623,29.776
kmartin22,ADCF\FACAD3PDECX07P,SAS,11/20/2017 1:51:57 PM,149.907,0,n/a,4.916,14.453,2.236,n/a,1.076,20.453
larmey,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 7:03:19 PM,102.924,0.017,n/a,n/a,19.671,10.526,n/a,2.01,39.75
paliaga0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/15/2017 5:13:27 PM,74.769,0,n/a,6.59,9.453,5.016,n/a,0.563,28.97
lstewart10,ADCF\FACAD3PDECX07P,SAS,11/16/2017 7:12:50 PM,108.128,0.017,n/a,3.803,30.75,4.026,n/a,0.506,37.31
lvie,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 7:45:45 PM,120.943,0.017,n/a,n/a,14.562,22.66,n/a,1.5,52.736
lvie,ADCF\FACAD3PDECX07P,SAS,11/16/2017 3:27:06 AM,92.042,0.077,n/a,9.543,14.172,10.956,n/a,1.11,34.853
zpeters2,ADCF\FACAD3PDECX07P,SAS,11/16/2017 3:50:02 PM,75.862,0.033,n/a,4.21,14.734,1.263,n/a,0.786,26.133
Gregory.Erickson.ctr,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 11:30:58 PM,79.63,0,n/a,2.76,16.938,3.86,n/a,0.5,34.913
Gregory.Erickson.ctr,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 11:41:14 PM,75.647,0,n/a,2.92,11.407,5.096,n/a,0.546,28.246
Gregory.Erickson.ctr,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 11:36:54 PM,71.422,0,n/a,2.483,15.625,2.423,n/a,0.326,27.896
Gregory.Erickson.ctr,ADCF\FACAD3PDECX08P,SPSS,11/17/2017 3:10:34 PM,44.313,0.017,n/a,2.45,4.532,2.203,n/a,0.36,18.5
Gregory.Erickson.ctr,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 5:54:26 PM,53.774,0.014,n/a,2.973,6.281,5.03,n/a,0.39,28.976
Gregory.Erickson.ctr,ADCF\FACAD3PDECX06P,UNIV_SAS,11/17/2017 3:08:37 PM,45.319,0.017,n/a,2.453,4.718,1.873,n/a,0.47,22.13
Gregory.Erickson.ctr,ADCF\FACAD3PDECX07P,SAS,11/17/2017 1:12:45 PM,51.89,0.03,n/a,2.916,4.453,1.186,n/a,0.673,20.67
Gregory.Erickson.ctr,ADCF\FACAD3PDECX07P,SAS,11/16/2017 11:38:29 PM,66.936,0,n/a,2.783,8.906,6.316,n/a,0.593,32.003
sschwab2,ADCF\FACAD3PDECX07P,SAS,11/21/2017 2:22:33 AM,84.833,0.017,n/a,3.196,10.156,15.783,n/a,1.796,37.44
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 5:09:46 AM,71.118,0.017,n/a,3.016,10.172,1.48,n/a,1.26,26.27
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/18/2017 1:32:50 AM,84.497,0.016,n/a,3.326,17.328,2.33,n/a,0.843,27.293
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 1:28:19 PM,99.686,0.016,n/a,3.136,11.094,1.966,n/a,1.156,31.98
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 1:03:55 PM,75.954,0.017,n/a,2.376,9.484,2.313,n/a,0.813,41.123
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 12:25:15 PM,86.831,0.017,n/a,2.71,10.687,3.27,n/a,0.703,41.823
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 12:02:59 AM,109.283,0.034,n/a,3.96,32.922,5.156,n/a,1.28,22.95
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 1:39:41 PM,57.847,0.016,n/a,2.966,12.219,1.283,n/a,0.593,17.403
mnihill0,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 5:30:27 PM,79.705,0.017,n/a,6.633,10.297,11.86,n/a,1.216,34.723
rquah0,ADCF\FACAD3PDECX07P,SAS,11/16/2017 9:40:51 PM,74.008,0.093,n/a,4.286,9.312,3.963,n/a,0.51,30.283
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 7:44:13 PM,31.848,0.157,n/a,n/a,0.016,2.49,n/a,0.58,20.063
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 7:53:30 PM,32.188,0.03,n/a,n/a,0.031,1.293,n/a,0.266,20.41
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/17/2017 6:39:24 PM,30.535,0.03,n/a,n/a,0.016,1.15,n/a,1.08,19.216
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 7:00:04 PM,37.243,0.187,n/a,n/a,0.125,1.46,n/a,0.626,24.176
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/17/2017 12:27:31 AM,38.787,0.03,n/a,n/a,0.219,6.97,n/a,0.936,27.213
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/14/2017 9:52:17 PM,31.683,0.017,n/a,n/a,0.031,1.296,n/a,0.463,19.776
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/17/2017 2:06:10 AM,29.426,0.047,n/a,n/a,0.015,1.173,n/a,0.28,18.273
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/17/2017 1:49:41 AM,29.245,0.156,n/a,n/a,0.109,1.203,n/a,0.483,16.62
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 7:03:10 PM,82.08,0.046,n/a,n/a,0.016,1.243,n/a,0.6,20.313
kwhittaker2,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 12:31:31 AM,79.595,0.033,n/a,5.656,8.25,9.923,n/a,1.113,34.953
